name,phone,address,lon,lat
喜樂診所,02-29511737,新北市板橋區四川路一段154號,25.0033809,121.459873
謝宏杰身心精神科診所,02-86916588,新北市汐止區新台五路一段232號,25.0632892,121.6567419
合康診所,02-86425222,新北市汐止區大同路二段512號,25.0682859,121.6610377
楊聰才診所,02-29181299,新北市新店區中興路2段239號2樓,24.9752823,121.5474863
新店北新身心診所,02-29130191,新北市新店區北新路三段18號1樓,24.979337,121.5424516
心晴診所,02-89250802,新北市永和區竹林路27號1樓,25.0146493,121.5175037
明心診所,02-29286111,新北市永和區中正路748號,25.0103682,121.5149949
永平身心診所,02-29205660,新北市永和區中山路一段174號,25.0091209,121.5092489
中永和身心精神科診所,02-29291555,新北市永和區中正路558號1.2F,25.0058541,121.5172294
永和開心診所,02-29291277,新北市永和區永貞路53號,25.0044007,121.5193369
樂活精神科診所,02-29463655,新北市中和區安樂路25號,24.992361,121.511606
寧靜海診所,02-29212321,新北市中和區中安街40巷20號,25.0030256,121.5125785
福和身心診所,02-29291868,新北市中和區中和路428號1樓,25.003328,121.5117901
維品身心診所,02-22422510,新北市中和區連城路4號,25.0024429,121.499178
悠活精神科診所,02-22748877,新北市土城區學府路一段158號,24.9869591,121.4543442
永康身心診所,02-22730199,新北市土城區裕民路82號1樓,24.9871447,121.4499435
合康身心診所,02-22643905,新北市土城區金城路3段17號,24.986477,121.464836
養心診所,02-26775767,新北市鶯歌區建國路36號,24.9559424,121.3559608
欣慈診所,02-26775601,新北市鶯歌區國慶街160號,24.9530745,121.3510106
美麗心成人兒童精神科診所,02-29886773,新北市三重區正義北路210號,25.0675174,121.4961427
陳信任精神科診所,02-29871868,新北市三重區正義北路320號,25.0703186,121.4948433
林南身心科診所,02-29809803,新北市三重區重陽路四段11號1樓,25.069018,121.491226
安興精神科診所,02-29743029,新北市三重區重新路三段132號,25.0597303,121.4918103
翔宇診所,02- 22868005,新北市三重區仁愛街686號1樓,25.0802302,121.4817962
孔繁錦診所,02-29770496,新北市三重區大同南路151號,25.0570442,121.4965571
育心身心精神科診所 （炯鳴聯合診所）,02-22779773,新北市新莊區新泰路193號,25.0379171,121.4471863
晴美身心診所,02-29081775,新北市新莊區中正路577號2樓,25.0324149,121.434598
好心情身心精神科診所,02-29965868,新北市新莊區復興路二段10號1F,25.0438287,121.4538728
大順醫院,02-22797229,新北市新莊區中正路215號,25.0357595,121.4512035
永悅診所,02-22048782,新北市新莊區民安西路6號1樓,25.0217143,121.4263905
壬康精神科診所,02-82825885,新北市蘆洲區中正路114號,25.0847312,121.4695179
長建身心診所,02-28471313,新北市蘆洲區中山一路165號,25.081364,121.47526
福田診所,02-82863287,新北市蘆洲區中正路140號,25.085158,121.469135
開心生活診所,02-82823531,新北市蘆洲區三民路376之3號1樓,25.0920654,121.4644454
喜悅診所,02-26820039,新北市樹林區中山路一段10號1樓,24.9929309,121.424122
陳灼彭身心醫學科診所,02-26298996,新北市淡水區北新路一段192號之1,25.1823451,121.4603167
心悅身心診所,02-26225003,新北市淡水區英專路99號,25.1719293,121.445791
王湘琦身心診所,02-26710427,新北市三峽區中華路28巷8號1樓,24.9326601,121.3737576
欣泉身心診所,02-26006182,新北市林口區文化二路一段156號,25.071537,121.368681
龍霖身心診所,02-26069556,新北市林口區文化三路一段482號,25.0754549,121.3698364
心寧診所,03-3920522,桃園市桃園區中山路1080號,24.9875201,121.2831478
全新診所,03-3586944,桃園市桃園區春日路1311號,25.0183201,121.3084058
安心診所,03-3162020,桃園市桃園區中正路633號,25.0052604,121.3041801
詠美身心診所,03-3363833,桃園市桃園區三民路三段20號,24.9986395,121.3077879
吳俊毅身心精神科診所,03-3629995,桃園市桃園區桃鶯路50-1號,24.9870681,121.3177632
悅情身心診所,03-3411220,桃園市桃園區大興西路二段110號,25.0110733,121.2973633
一德身心診所,03-3583115,桃園市桃園區同德十一街138號,25.0202605,121.2951908
周孫元診所,0800-226260,桃園市桃園區龍城五街62號,24.979025,121.2702459
心晴診所,03-3467895,桃園市桃園區大有路360號1樓,25.010485,121.3196924
聖洸身心診所,03-3380657,桃園市桃園區大業路一段127號,25.0060883,121.3165485
正文身心診所,03-3151658,桃園市桃園區經國路196號,25.0173372,121.3054197
迎旭診所,03-4277126,桃園市中壢區中山路38號,24.9554576,121.227481
陳炯旭診所,03-2805285,桃園市中壢區九和五街7號,24.964544,121.223793
順心診所,03-4519958,桃園市中壢區環北路361號,24.9661569,121.225055
尚語身心診所,03-4512181,桃園市中壢區忠孝路62號,24.9741101,121.2562188
柏樂診所,03-4560208,桃園市中壢區中山東路二段37號,24.9543081,121.2375105
八德身心診所,03-3775953,桃園市八德區介壽路一段963號,24.9591521,121.2996129
雷亞診所,03-3636956,桃園市八德區介壽路一段871號,24.960963,121.299876
欣悅診所,03-3520876,桃園市蘆竹區光明路一段10號,25.0440544,121.2912325
晨新聯合診所,03-3222232,桃園市蘆竹區中正路357號,25.0490049,121.2909372
楊延壽診所,03-4899242,桃園市龍潭區中正路298號,24.861706,121.217553
黃正龍診所,03-4936667,桃園市平鎮區延平路二段430巷79-19號,24.9443936,121.2056847
新楊梅診所,03-4856530,桃園市楊梅區環東路476號,24.9104013,121.1568328
蘇宗偉身心診所,02-82003001,桃園市龜山區宏慶街24號,25.0186975,121.4097127
清心身心診所,03-3187887,桃園市龜山區文興路90號,25.0584262,121.3644462
六竹診所,03-5505550,新竹縣竹北市嘉豐二街一段48號,24.8165443,121.0295688
安立身心診所,03-6577622,新竹縣竹北市莊敬北路82號,24.8249544,121.0243434
台齡身心診所,03-5586857,新竹縣竹北市文信路376號,24.832473,121.0108733
陽光精神科診所,03-5942371,新竹縣竹東鎮東榮路2號,24.7226238,121.0977544
瑞安診所,03-5956630,新竹縣竹東鎮中豐路二段190巷1號,24.7226754,121.0932997
能清安欣診所,03-5357600,新竹市中央路214號,24.8089652,120.9749983
林正修診所,03-5166746,新竹市新光路38號,24.8019847,120.988669
馬大元診所,03-5794698,新竹市光復路一段544巷36號,24.787685,121.0111626
平衡身心診所,03-5320622,新竹市北大路92巷59號,24.8129356,120.9689685
益康診所,037-378566,苗栗縣苗栗市中正路739號,24.5541081,120.818806
吳四維診所,037-376618,苗栗縣苗栗市中正路291號,24.5632444,120.8238567
天慈身心診所,037-865025,苗栗縣苑裡鎮南興路7號,24.4399494,120.6559554
承美身心科診所,037-683748,苗栗縣頭份鎮信東路78號,24.6884438,120.9024836
明功堂精神科診所,04-22120083,台中市東區自由路三段276號1樓,24.1426068,120.693634
游文治精神科診所,04-23029995,台中市西區美村路一段223號,24.1493649,120.6619693
抒情診所,04-23723152,台中市西區美村路一段743號2樓,24.133886,120.6618171
劉昭賢精神科診所,04-23223123,台中市西區向上路一段360號,24.146964,120.656511
展新診所,04-23780900,台中市西區五權西路一段273號,24.1399347,120.6554784
欣悅診所,04-22659507,台中市南區南平路171號,24.1234694,120.6653762
劉騰光心身診所,04-22371903,台中市北區進化路635號,24.1609023,120.6940595
黃淑琦心身診所,04-22083603,台中市北區學士路83號4樓,24.1551467,120.6816231
詹益忠身心醫學診所,04-22925858,台中市北區大雅路571號,24.1719176,120.6715638
詹東霖心身診所,04-22256362,台中市中區民權路122號1樓,24.1400749,120.677643
開心房身心診所,04-27003342,台中市西屯區上石路二號二樓,24.1666794,120.6440658
呂健弘精神科診所,04-23115249,台中市西屯區何源里文心路三段412號,24.17199,120.663124
全新生活診所,04-23156988,台中市西屯區寧夏路199號,24.1695933,120.6596568
卓大夫診所,04-24613097,台中市西屯區福安路82號,24.1810214,120.6218098
光流聯合診所,04-24608480,台中市西屯區玉門路81號,24.1862185,120.6098321
昕情診所,04-27085855,台中市西屯區青海路二段246-1號1樓,24.171826,120.6438654
忘憂森林身心診所,04-24630102,台中市西屯區國安一路77號,24.1907884,120.6138768
明燈心身診所,04-22516670,台中市南屯區大墩十二街647號,24.1499511,120.6363162
康誠心身醫學診所,04-23103968,台中市南屯區大墩路705號2樓,24.1528984,120.6495871
心身美身心醫學診所,04-23100050,台中市南屯區大聖街334號,24.1541095,120.6507226
趙玉良身心醫學診所,04-23823966,台中市南屯區黎明路一段1140號,24.1416049,120.638254
圓情居身心靈診所,04-22591060,台中市南屯區大墩十一街342號,24.1489498,120.6449166
本堂診所,04-22550221,台中市南屯區河南路四段362號,24.1525183,120.6369054
德仁診所,04-22652718,台中市南區南平路314號,24.1254132,120.6684781
佳佑診所,04-22474309,台中市北屯區崇德路二段425號1樓,24.18038,120.685803
尚義診所,04-22355155,台中市北屯區北屯路299-1號,24.1681721,120.6960065
元亨診所,04-22413959,台中市北屯區松竹路二段303號,24.1827129,120.692823
王家駿身心科診所,04-22393158,台中市北屯區東山路一段289-11號,24.176001,120.7197078
文心樂丞診所,04-22922090,台中市北屯區文心路四段69號,24.1740888,120.672193
王志中診所,04-24823855,台中市大里區東榮路338號,24.1104305,120.6844337
鄭曜忠身心診所,04-24854547,台中市大里區大明路82號,24.115407,120.6878998
淇祥診所,04-25289595,台中市豐原區中正路251號1樓,24.25147,120.716902
趙世淋診所,04-25207017,台中市豐原區 中正路293號,24.2514311,120.7159698
享開心身心診所,04-25225361,台中市豐原區三民路86號3樓,24.2538359,120.7206968
好晴天身心診所,04-25339907,台中市潭子區中山路二段374號,24.2137949,120.7054059
蕭芸嶙身心醫學診所,04-23939203,台中市太平區孝樹路501號,24.1587282,120.720367
新活力診所,04-26622395,台中市沙鹿區中山路493之2號1樓,24.2465587,120.5623013
林令世診所,04-26652588,台中市沙鹿區中山路425號1樓,24.242532,120.561035
望晴診所,04-25585284,台中市后里區大圳路629號,24.3101562,120.7102158
挺開朗身心診所,04-23396090,台中市霧峰區中正路951號2樓,24.0657296,120.6987103
吳潮聰精神科診所,04-7239121,彰化縣彰化市信義里長發街3號,24.082999,120.543367
修慧診所,04-7266158,彰化縣彰化市五權里金馬路3段59&61號,24.0888459,120.534529
頤晴診所,04-7288333,彰化縣彰化市中山路二段271號,24.0725726,120.5428662
溫建文診所,04-8990706,彰化縣芳苑鄉芳漢路漢一段535巷67弄8號,24.0060929,120.3694565
沈祿從診所,04-7868238,彰化縣花壇鄉中正路220號,24.026482,120.5414255
高杏診所,04-8347798,彰化縣員林鎮中正路226號,23.954197,120.574723
存寬診所,04-8366800,彰化縣員林鎮浮圳路二段405號,23.9656345,120.5769662
李光耀診所,04-8221899,彰化縣田尾鄉溪畔村中山路2段407號,23.9267273,120.55251
陳建達診所,04-8877228,彰化縣北斗鎮中正路153號,23.873796,120.5217619
和美身心醫學診所,04-7577566,彰化縣和美鎮和線路58號,24.1143805,120.4931669
惠承診所,049-2420453,南投縣埔里鎮和平東路417號,23.9709405,120.9768717
惠良診所,049-2208296,南投縣南投市民族路167號,23.9095652,120.68971
惠元診所,049-2651932,南投縣竹山鎮桂林里中正巷27-99號,23.7561437,120.6914309
協安診所,049-2314945,南投縣草屯鎮炎峰街84號1樓,23.9809102,120.6859923
林文博聯合診所,05-5330126,雲林縣斗六市中華路232號,23.708269,120.5473541
何正岳身心診所,05-5328680,雲林縣斗六市建成路109號,23.7038696,120.5337031
趙夢麒診所,05-6326055,雲林縣虎尾鎮林森路一段341號,23.7122076,120.4366366
廖寶全診所,05-6322584,雲林縣虎尾鎮東明路 182 號,23.7141354,120.4409072
雲萱診所,05-5371689,雲林縣斗六市雲林路二段333號,23.7010985,120.5290928
晴明診所,05-5330567,雲林縣斗六市大同路183號,23.709637,120.547387
吳南逸診所,05-2232388,嘉義市興業西路122-7號,23.4684325,120.4431393
真善渼診所,05-2230505,嘉義市民族路642號,23.4757213,120.4447834
周裕軒身心醫學診所,05-2229823,嘉義市民樂街141號,23.4807361,120.4539466
蕭正誠診所,05-2778187,嘉義市公明路34-4號,23.4809818,120.4610432
知心連冀身心醫學科診所,05-2286808,嘉義市西區中山路523號,23.4793559,120.4443528
徐鴻傑身心診所,05-2265969,嘉義縣民雄鄉西安路23-2號,23.5565556,120.4269849
翁桂芳精神科診所,06-2226700,台南市中西區民權路一段14號,22.9894811,120.2108845
晟欣診所,06-2585766,台南市中西區中華西路二段506號,23.0017842,120.187367
蕭文勝診所,06-2755088,台南市東區東門路2段205號,22.9848119,120.2246686
活泉診所,06-2681600,台南市東區崇德路2-1號,22.9822999,120.2172665
王盈彬精神科診所,06-2600661,台南市東區崇善路406號,22.9745734,120.2289328
心樂活診所,06-2383636,台南市東區凱旋路39號,22.992856,120.230292
蔡明輝診所,06-3369595,台南市東區崇學路182號,22.9818002,120.2253352
林忠義診所,,台南市東區崇信街138號,22.9797434,120.2274018
春暉精神科診所,06-2373888,台南市東區長榮路二段43號,22.9896771,120.2198597
欣悅診所,06-2616266,台南市南區新興路159號,22.977725,120.195035
康舟診所,06-2655345,台南市南區金華路一段486號,22.9730351,120.1908885
林春銘神經精神科內科診所,06-2266731,台南市南區西門路一段697號,22.9872735,120.1973606
殷建智精神科診所,06-2810008,台南市北區公園北路152號2樓之1,23.0051532,120.2083658
林日光診所,06-2376506,台南市北區長榮路四段152號,23.0065212,120.2217185
羅信宜精神科診所,06-2002268,台南市北區長榮路四段141號,23.0060219,120.2217545
許森彥精神科診所,06-2513283,台南市北區育德路466號,23.0132519,120.2066591
心悠活診所,06-2236766,台南市北區金華路五段14號,23.0019378,120.1963954
張靖平神經精神科內科診所,06-2515998,台南市北區公園路822號之7,23.012028,120.211774
第一聯合診所,06-2350116,台南市北區勝利路421號,23.0047351,120.218715
安立診所,06-3564816,台南市安南區安和路五段139號,23.0658502,120.2180666
吳吉得診所,06-3563342,台南市安南區安和路五段280號,23.068246,120.2168343
安大身心精神科診所,06-2568886,台南市安南區海佃路二段450號,23.0394797,120.1879988
安平心寬診所,06-2973757,台南市安平區華平路537號,22.9942798,120.1753576
仁享診所,06-2052922,台南市永康區永大路2段970號,23.0167591,120.263301
心寬診所,06-3131212,台南市永康區中華路245號,23.0056887,120.2351241
林俞仲身心精神科診所,06-3036006,台南市永康區中山南路31號,23.0118834,120.2267958
明澤欣心診所,06-2012866,台南市永康區永大路三段411號,23.0362292,120.2590635
民麗骨科診所,06-2011032,台南市永康區聖龍街152號,23.0304599,120.2597679
心永康身心精神科診所,06-3112000,台南市永康區小東路679號,22.9986595,120.2392561
東橋身心診所,06-3027772,台南市永康區東橋七路187號,23.0213914,120.2370177
晴光診所,06-5856629,台南市善化區大成路202號,23.1302634,120.3006155
同行身心診所,06-5892364,台南市新市區中正路321-2號1樓,23.0797212,120.2940945
安芯診所,06-5727629,台南市麻豆區民權路43-3號,23.1819989,120.251642
心田診所,06-3306768,台南市歸仁區民權南路23號1樓,22.9663635,120.2879581
陳俊升精神科診所,06-6335025,台南市新營區三民路76之8號,23.307367,120.316799
林晏弘診所,06-6336500,台南市新營區中山路70號,23.305879,120.31974
明如身心診所,06-7225656,台南市佳里區文化路178號,23.163273,120.1778174
瓏芯診所,06-7227072,台南市佳里區中山路476號,23.1649802,120.1777066
白河林眼科診所,06-6831116,台南市白河區中山路2之53號,23.3490369,120.4150289
陳相國聯合診所,06-5908878,台南市新化區清水里中山路489號1樓及491-1號,23.0356309,120.3031525
高安診所,07-2727662,高雄市新興區中山一路59號,22.62971,120.3014941
謝前亮診所,07-2259763,高雄市新興區六合路190號,22.632271,120.314137
信恩診所,07-2384119,高雄市新興區六合一路90-1號,22.6326559,120.3085802
青欣診所,07-2254800,高雄市新興區中正二路212號,22.6306221,120.315639
榮欣身心診所,07-2150123,高雄市新興區五福二路144號,22.625234,120.3066123
柯偉恭診所,07-2232273,高雄市新興區民族二路102號,22.634239,120.313905
楊寬弘診所,07-7240088,高雄市苓雅區凱旋二路128號,22.6244103,120.3242682
家慈診所,07-3333375,高雄市苓雅區永康街118號,22.6174166,120.3068928
大和診所,07-2295666,高雄市苓雅區華一路148之99號,22.6349633,120.3327671
童春診所,07-7210983,高雄市苓雅區武慶三路98號,22.6205274,120.3319261
展穎診所暨彼得潘自然醫學中心,07-7130822,高雄市苓雅區四維一路290號,22.6242532,120.3244463
楊明仁診所,07-2232223,高雄市苓雅區憲政路258-1號,22.6367562,120.3207855
琉璃光診所,07-7160887,高雄市苓雅區四維一路296號,22.6242034,120.3243616
徐獨立診所,07-7133284,高雄市苓雅區武慶三路144號,22.6214508,120.3317966
靜安診所,07-2239025,高雄市苓雅區大順三路197號,22.6346471,120.3262015
雲上太陽心寧診所,07-3389160,高雄市苓雅區光華一路81號1樓,22.62018,120.316869
陳三能診所,07-3359133,高雄市苓雅區興中二路39號,22.6149274,120.3025432
文化身心診所,07-2255123,高雄市苓雅區五福一路10號,22.6290001,120.318169
佳璋診所,07-7212090,高雄市苓雅區三多一路303號,22.6218268,120.3290254
為人診所,07-7272989,高雄市苓雅區四維一路290號,22.6242532,120.3244463
冬勝診所,07-7278392,高雄市苓雅區中正一路472號,22.6300307,120.323795
元和雅診所,07-5550056,高雄市鼓山區中華一路347號,22.658764,120.292898
樂群診所,07-5555596,高雄市鼓山區中華一路970號,22.6551538,120.2919052
大福診所,07-3317601,高雄市前鎮區光華二路159號,22.6116638,120.31744
喜洋洋心靈診所,07-7272888,高雄市前鎮區一心一路156號1～2樓,22.6067426,120.3213176
佳欣診所,07-7227571,高雄市前鎮區英明一路142號,22.6117425,120.3249349
正中診所,07-3809900,高雄市三民區正忠路85號,22.6428007,120.3301434
覺民診所,07-3980107,高雄市三民區澄清路387號1樓,22.6389542,120.3448285
拉法診所,07-3854591,高雄市三民區陽明路105號1樓,22.6401193,120.3414065
茂德診所,07-3122238,高雄市三民區自由一路14號,22.64147,120.308635
開心診所,07-3925036,高雄市三民區敦煌路82號,22.6582895,120.3135429
舒心身心診所,07-3116116,高雄市三民區吉林街150號2樓,22.6445668,120.3065248
文心診所,07-3108004,高雄市三民區大裕路256號,22.6602482,120.3288716
希望心靈診所,07-3110303,高雄市三民區九如二路281號,22.6408494,120.3057958
劉精神科診所,07-2229450,高雄市三民區建國一路504號,22.636881,120.314658
心樂是診所,07-3847373,高雄市三民區九如一路333號,22.6380832,120.3331859
澄清文鳳診所,07-3986611,高雄市三民區澄清路651號,22.6450252,120.3463749
心悅診所,07-3805562,高雄市三民區建工路587號,22.64827,120.320039
建工心喜診所,07-3801585,高雄市三民區建工路603號1、2樓,22.6483821,120.3193533
大順景福診所,07-3833799,高雄市三民區大順二路720號,22.653611,120.319243
祈福診所,07-3531117,高雄市楠梓區楠梓新路271號,22.7288759,120.3261594
郭玉柱診所,07-3661166,高雄市楠梓區軍校路838號,22.711003,120.2925856
楠梓心寬診所,07-3629688,高雄市楠梓區後昌新路128號,22.7203246,120.2915062
心欣診所,07-3640490,高雄市楠梓區德民路822號,22.7218786,120.2914283
元景耳鼻喉科神經科,07-3524100,高雄市楠梓區楠梓新路252號,22.7280609,120.3260972
誼安診所,07-8069353,高雄市小港區康莊路150號1樓,22.568273,120.352986
河堤診所,07-5575658,高雄市左營區裕誠路190號1F,22.6645166,120.310768
李全忠診所,07-3450696,高雄市左營區自由三路528號,22.678346,120.313721
心晴診所,07-3463099,高雄市左營區民族一路1032號,22.6837043,120.3202871
陽光診所,07-3412598,高雄市左營區自由三路176號,22.6718044,120.3112203
哲民診所,07-5570500,高雄市左營區明誠二路500號,22.6613269,120.3050086
耕心療癒診所,07-3592011,高雄市左營區曾子路332號,22.6796727,120.3069897
心方診所,07-3450697,高雄市左營區華夏路731號,22.678578,120.302438
養全診所,07-3451258,高雄市左營區文康路109號,22.673612,120.3038395
心樂診所,07-3421968,高雄市左營區榮佑路9號,22.6816436,120.3214586
唐子俊診所,07-5564028,高雄市左營區忠言路193號,22.65808,120.304373
寬福診所,07-5580809,高雄市左營區明誠二路200號,22.6612142,120.3096936
尋路身心診所,07-3506021,高雄市左營區重立路533號1樓,22.6794984,120.30987
維心診所,07-6231829,高雄市岡山區岡山路314號,22.7937082,120.2959519
國良診所,07-6076698,高雄市路竹區大社路27號,22.8626939,120.2615389
信元聯合診所,07-7765955,高雄市鳳山區建國路二段158號,22.636096,120.359823
文鳳診所,07-7807333,高雄市鳳山區文鳳路5號1樓,22.6419842,120.3509543
快樂心靈診所,07-7686789,高雄市鳳山區五甲二路352之1號,22.599626,120.33758
季宏診所,07-7458315,高雄市鳳山區光復路122號,22.6291433,120.3587461
張簡精神科診所,07-7634948,高雄市鳳山區五甲一路600號,22.6106154,120.3489033
五甲心靈診所,07-8412588,高雄市鳳山區五甲三路75號3樓,22.5919814,120.326702
欣明精神科診所,07-6627802,高雄市旗山區延平一路660號,22.885255,120.4829607
仁華診所,07-3725066,高雄市仁武區中華路352號,22.7008046,120.3537656
興安診所,08-7346666,屏東市自由路463號,22.6826702,120.4920066
泰祥診所,08-7881717,屏東縣潮州鎮潮生路306號,22.556409,120.539969
屏安醫院附設門診,08-7378888,屏東縣屏東市瑞光路二段250號,22.6783476,120.5077102
寬心診所,08-7333555,屏東縣屏東市中山路40號,22.6716544,120.4865479
屏安診所,08-7211777,屏東市瑞光路二段250號2樓,22.6783476,120.5077102
平和身心診所,03-9559960,宜蘭縣羅東鎮光榮路409號3樓,24.6803393,121.7775872
光中身心診所,03-9312300,宜蘭縣宜蘭市光復路30號2樓,24.755192,121.756501
雅信診所,03-9326498,宜蘭縣宜蘭市民權路二段102號,24.7550998,121.7480361
福田耳鼻喉科診所,03-8578290,花蓮縣吉安鄉建國路1段65號,23.9826761,121.6068726
同心診所,03-8567803,花蓮市莊敬路148之1號1樓,23.9887489,121.5950064
中山身心診所,03-8315589,花蓮市中山路541號,23.9863341,121.6018986
悅思身心診所,03-8460436,花蓮縣吉安鄉建國路二段277之2號,23.9930268,121.5741138
慈田耳鼻喉科診所,03-8316818,花蓮縣花蓮市中華路190號,23.9755672,121.6025846
周耳鼻喉科,03-8568801,花蓮市中山路747號,23.991692,121.5976964
悅增身心診所,03-8321805,花蓮市中華路373-9號,23.9745938,121.5950657
楊國明身心科診所,089-228865,臺東縣台東市志航路一段298號,22.7828594,121.1278263
陳柄辰身心科診所,089-348998,台東縣台東市新生路85號,22.7518536,121.1488953
陽明診所,06-9266633,澎湖縣馬公市陽明路37號,23.5727571,119.5745971
愛人放心診所,08-2312313,金門縣金城鎮民權路226巷4弄7號,24.439267,118.3203726
